iter	Logloss
0	0.4270871507
1	0.2910226635
2	0.2124590635
3	0.1711492758
4	0.1397192034
5	0.1199084615
6	0.1049830421
7	0.09255970545
8	0.08222247977
9	0.06887374158
10	0.05914512661
11	0.05454389739
12	0.04729157229
13	0.04230324597
14	0.03986446177
15	0.03643882108
16	0.03351974708
17	0.03169871762
18	0.02999581491
19	0.02879617638
20	0.02745528385
21	0.02547870791
22	0.02388790253
23	0.02295829411
24	0.02215663441
25	0.02095194327
26	0.02000775132
27	0.01927844778
28	0.0178384404
29	0.01732718521
30	0.01680609851
31	0.016514717
32	0.01578657057
33	0.01525019775
34	0.01463140938
35	0.01418146125
36	0.01375016806
37	0.01318456372
38	0.01280911394
39	0.0124550278
40	0.01217271618
41	0.01177248482
42	0.01100532842
43	0.01068308853
44	0.01045412606
45	0.01002151398
46	0.009807770118
47	0.009534901313
48	0.009363946123
49	0.009046905987
50	0.008926896335
51	0.008476465442
52	0.00833987576
53	0.008092299771
54	0.007896011646
55	0.00765036185
56	0.007551887172
57	0.007391495829
58	0.007116186602
59	0.007042603783
60	0.006792276784
61	0.006690493068
62	0.006466775805
63	0.006400986326
64	0.00621848009
65	0.006053297673
66	0.005996462047
67	0.005906150148
68	0.005744631377
69	0.005686314234
70	0.005493175189
71	0.005415866498
72	0.005366107867
73	0.005094437954
74	0.004999134601
75	0.004846547515
76	0.004807267603
77	0.004741331933
78	0.004613209229
79	0.004551342344
80	0.004526110988
81	0.004453417253
82	0.004324554598
83	0.004276212924
84	0.004065185291
85	0.003962047224
86	0.003935374392
87	0.003804562015
88	0.003741151371
89	0.003711715155
90	0.003655910136
91	0.003555343011
92	0.003485114066
93	0.003459292492
94	0.003437188912
95	0.003399258091
96	0.003317347507
97	0.003266154921
98	0.003247719346
99	0.003187103045
100	0.003090113628
101	0.003063463292
102	0.003050098697
103	0.003025091612
104	0.003010212822
105	0.002962487096
106	0.002943923152
107	0.00291035502
108	0.002873872006
109	0.002814018065
110	0.002776054251
111	0.002776035353
112	0.002776026089
113	0.002776013305
114	0.002723600713
115	0.00272358844
116	0.00272358844
117	0.002723577008
118	0.002723563221
119	0.00272353947
120	0.002723524493
121	0.002674823172
122	0.002674823172
123	0.002674823172
124	0.002674792891
125	0.002662332569
126	0.002639798492
127	0.002608392794
128	0.002596818235
129	0.00255419784
130	0.002536647099
131	0.002536635307
132	0.002536635307
133	0.00253659044
134	0.002524716691
135	0.002524716691
136	0.002524708589
137	0.002524708589
138	0.002524686867
139	0.002524670942
140	0.002524652604
141	0.002524652604
142	0.002524652604
143	0.002524645157
144	0.002524609025
145	0.002524609025
146	0.0025245573
147	0.0025245573
148	0.0025245573
149	0.002524522228
150	0.002524515792
151	0.002524505566
152	0.002524496223
153	0.002524487294
154	0.002524479796
155	0.002524469844
156	0.002524469844
157	0.002524469844
158	0.002524469844
159	0.002524469844
160	0.002524469844
161	0.002524469844
162	0.002524469844
163	0.002524469844
164	0.00252446227
165	0.002524453062
166	0.002524444139
167	0.002524444139
168	0.002524444139
169	0.002524444139
170	0.002524444139
171	0.002524444139
172	0.002524444139
173	0.002510109297
174	0.002510102054
175	0.002510095412
176	0.002510085655
177	0.002510085655
178	0.002510085655
179	0.002510047359
180	0.002510047359
181	0.002510013621
182	0.002510013621
183	0.002510013621
184	0.002510013621
185	0.002510013621
186	0.002510013621
187	0.002510013621
188	0.002509965933
189	0.002509965933
190	0.002509965933
191	0.002509965933
192	0.002509965933
193	0.002509925357
194	0.002509889894
195	0.002509889894
196	0.002509872527
197	0.002509854455
198	0.002509837291
199	0.002509818848
200	0.002509818848
201	0.002509808117
202	0.002509792107
203	0.002509771906
204	0.002509758893
205	0.002509758893
206	0.002509741033
207	0.002509723572
208	0.002509723572
209	0.002509723572
210	0.002509723572
211	0.002509723572
212	0.002509723572
213	0.002509714666
214	0.002509699712
215	0.002509699712
216	0.002509699712
217	0.002509699712
218	0.002509699712
219	0.002509699712
220	0.002509699712
221	0.002509688055
222	0.002509688055
223	0.002509679433
224	0.002509679433
225	0.002509668214
226	0.002509668214
227	0.002509668214
228	0.002509662019
229	0.002509662019
230	0.002509652645
231	0.002509652645
232	0.002509652645
233	0.002509643238
234	0.002509632239
235	0.002509624984
236	0.002509614755
237	0.002509614755
238	0.002509614755
239	0.00250960545
240	0.00250959819
241	0.002509589592
242	0.002509589592
243	0.00250955294
244	0.002509542378
245	0.002509542378
246	0.002509542378
247	0.002509542378
248	0.002509542378
249	0.002509542378
250	0.002509542378
251	0.002482767214
252	0.002436947102
253	0.002436910405
254	0.002436902048
255	0.002436867933
256	0.002436867933
257	0.002436867933
258	0.002436867933
259	0.002436867933
260	0.002436867933
261	0.002436852957
262	0.002436852957
263	0.002436852957
264	0.002436852957
265	0.002436852957
266	0.002436852957
267	0.002436852957
268	0.002436852957
269	0.002436852957
270	0.002436852957
271	0.002409236057
272	0.002409236057
273	0.002409236057
274	0.002409236057
275	0.002409236057
276	0.002409236057
277	0.002409236057
278	0.002389256526
279	0.002389241093
280	0.002389225128
281	0.002389207644
282	0.002389198866
283	0.002389188301
284	0.002389188301
285	0.0023891808
286	0.0023891808
287	0.0023891808
288	0.0023891808
289	0.0023891808
290	0.0023891808
291	0.0023891808
292	0.0023891808
293	0.0023891808
294	0.0023891808
295	0.0023891808
296	0.0023891808
297	0.0023891808
298	0.0023891808
299	0.0023891808
300	0.0023891808
301	0.002375683113
